meta,id,tweet,sentiment,emotion
meta,2565,cant wait thi happyacadem workshop still time regist thi eent friday gnurs,positive,joy
meta,13992,muh ni tod thara ram bhagwan nhi raja padh lo balmiki ramayan bhagwan jais c bnaya h,negative,anger
meta,22209,bhaag bc de saabit tu baap nahi h aunti ji pakistan jaati thi jais tu jaata,negative,disgust
meta,15679,bolo khatri kya hua abhi toh apn bahut bada rule follow btaa kr hanumansingh ji kaam,neutral,others
meta,41911,oye farzi gandhio chamch agar itna dukh pahl apn rajyo jaha jaha congress sarkar ha,negative,disgust
meta,12671,modi ji sapath grahan samaroh har 5 saal baad kareng ban sakeng aapk,positive,others
meta,3315,sad allah separ someon lovealway rememb goodallah ha beauti,positive,joy
meta,8307,congress opposit new debat jaak govt pelk hawananga karna gdp unemploy data pe,negative,sadness
meta,2514,guy pag namiss nyo si balikan nyo muna yung dati nyang vid lalo na yung song cover nyaaa gaya ng gina,neutral,others
meta,43645,bhook ishq tahzeeb mar jaati chaand aakaash pe thaali tarah lagta shakeel azmi,neutral,others
meta,27899,pakistan k hum bhee nahi belgium baithn wali hume batayaingi k paki,negative,others
meta,6672,5 sal mt bhejo sir media valon dal roti bnd jayegi,neutral,others
meta,40010,mazaak modi naam rakh diya maa hamar journalist sunt orgasm gaya cheekhn lag,negative,disgust
meta,18718,offici yayyyyyi thank love u much,positive,joy
meta,709,bjp jindabad rhega chunav bjp jitegi kyo hm uns behtar kr rh,positive,others
meta,4922,bhai baato nahi desh hindu khatr haidata n price rise tension nahi logo,neutral,others
meta,13393,congress support rememb maukamauka ad star sport dure cricket world cup keep cracker,positive,others
meta,27477,karachi nahi india ink skootar dekhlo,neutral,others
meta,7575,armi mulk doon derahi agr yeh martial law lagak lgon mayt saza nahi,negative,others
meta,43094,babuya kya karog aab obc sac st dialogu kaam nahi raha modi ban cast sy,neutral,others
meta,19775,shri accept hearti histor winth verdict reflect billion p,positive,joy
meta,24556,odisha congratul shree narendra modi ji great man jio hajaro sal,positive,joy
meta,5393,kahan mar gaya haiopposit wala asad umeraur tabaadli ly anay walonpata chala tabaadl,negative,anger
meta,19447,samjha nahi betray major gogoi incid tht guy wa bad,neutral,others
meta,21435,jhant chud chiz bta jism tera desh rank top pe,negative,disgust
meta,9936,desh badi problem uneduc nahin balki educ hin haikyun unho kabhi rajniti jude nahineduc,negative,sadness
meta,8891,yeah yeah u amaz job cover thi gap 9 monthsget life mansirf,negative,others
meta,22307,like comment tu krta hn,neutral,others
meta,15404,k baap paysa nahi hy na lia awam k pay pay haram khuri karo karaoo,negative,disgust
meta,16537,polic janta rksha liy 24 ghant must rehti apn pariwar sath tyohar nahi bana pate,positive,others
meta,23400,happi birthday babu bhaiya wish veri healthi life,neutral,joy
meta,13011,yeh janwar jaha dikh mujh tag karo saal purey khandan aisi taisi karr dunga ai,negative,anger
meta,16871,usi gujarat 26 inc seat nahi di log kya nahi kiya,neutral,others
meta,14899,ind mamata didi jai shri ram,neutral,others
meta,3756,end term 1 2019 wish enjoy holidayseid mubaarak,positive,joy
meta,12943,dal goi may bless waheguru ji alway shower upon mam,positive,joy
meta,29841,dharam vir dont sharia civillaw india post shahbanocas supremecourtofindia helpl,neutral,others
meta,43413,marsh kahan ata rey mc jahil teri maa bhopda mai bolta rahunga ukhadna ukhad le teri,negative,anger
meta,4642,smritiji zabardast pradarshan fan gaya bu 5sal aisa kam kije,neutral,joy
meta,16653,gadkari love way work sir realli inspir anyon happi birthday,positive,joy
meta,43935,dream gorgeou ac women say nice thing come true anil srivatsa thank,positive,joy
meta,7977,raj offl thank much bro,neutral,joy
meta,44095,ess sahid bhia v kundli nikal krr fekudhongi k bhakto gaddar ghosit kr de,negative,disgust
meta,12468,inh sayad pata nahi janta pata dono milk chand chand laga sakt h,neutral,others
meta,23746,aapki har jeet meri jeet appki har haar meri haar aapki haar meri jeet nahi sabs badi haa,positive,others
meta,24391,veerudevgan begin career togeth 70 make ajay great actor rememb tell ajay,neutral,others
meta,28090,waqar sir ap shram nhi atiasi team support kart apn countri pakistan badnaam karti ha,negative,disgust
meta,40453,frnd bhai bahar bohot dhoop chatri le lete,neutral,others
meta,28008,knowledg ghanta nahi auqat k saamn nahi boln saleeqa nahi fir 500 mai bik rozi roti kama,negative,disgust
meta,7169,ind 22045 dont know come suppor,neutral,others
meta,19049,day 201 sirje thank tweet 143rd day raju veri hope meet sure raj,positive,joy
meta,17134,kaudi femin apn paa rakhodulh dulhan na suraj dulhan nahi likhegi ky,negative,disgust
meta,30103,1 musalman 56 hindu milkar mart usi lynch kaht hainmana pasiauti log bahut sa,negative,others
meta,43825,pakistan wa 50 worldcup2019 20 shame start pakvwi suru hone pahal khatam gaya,positive,others
meta,26464,sharma ji ladka verma ji ladki sath love marriag kiya mila nahi aaj kal k,neutral,others
meta,43222,vein sn0 c chilla kill jc dna ha better pen logic cant even debat,negative,disgust
meta,7800,neki aisi dil khush kard small big good deed matterhelp someon need fee someon poor help p,positive,joy
meta,8205,use proof du bolta fake,neutral,others
meta,16340,base birth month song play ur funer jan airplan pt2 feb anpanman mar boy luv april,neutral,others
meta,20633,bjp sarkaar namo narayan modi ji sarkaar good morn btt bihar bari jeet k lia badhai btt ish,positive,joy
meta,30153,sir bhanpur tehsil kotedar 6 rupy kg ration de rahe sangyan lijiy,negative,sadness
meta,13898,sunshyn loool thank sunshinese soon,neutral,joy
meta,1817,pak wc 6hoti darkhast krni chye q k pakistani awam eti himat ni enk lyeee due krtiii rhe khlnaaa ata ni enko,neutral,disgust
meta,24848,peopl summer like nahayeng ni nahata usko nehlayeg emiway thandai,neutral,joy
meta,15851,bahot easi see love self love self hum perfect nahi hum dono jais ult pult band,neutral,others
meta,26573,shahbaz bahi make us fool v vote pti cox ik promis us everyon countri account,neutral,others
meta,17491,5 veri warm welcom next speaker chhavi shrivastava justm chhavi ux design,positive,joy
meta,2763,abhi samajh aay thik warna badhao bhaichaara jisk pass chaara k pais nahi unk sath,neutral,others
meta,41176,nahi blki farji ngo ese desh hindu dharm badnam kr dharmantaran,negative,disgust
meta,11345,jai jawan jai kisan ji make us 2 understand hat modisarkar2 covhmh,positive,joy
meta,33212,di laanat g love0 lg786 bsdka sochk nhi bolta bc,negative,anger
meta,41832,mam hmlog waisa aajtk dekhta aaj aapna glt bola modi ji maa aajtk dekh rhi,neutral,others
meta,12801,rape rape lekin pm rajasthan ghatna mudda banaya modi yogi c,negative,disgust
meta,2721,girl wala nang balak mag enrol,negative,others
meta,5062,donorrr kyo qureshi kya pta vo elect,neutral,others
meta,2155,v mr feel thi,neutral,others
meta,15887,abey bhopu wo media nhi air marshal bayan h fact check,negative,anger
meta,28929,parachut journalistag induct pti agenc khutta ghar na ghaat,negative,disgust
meta,21452,hiiiii sweetheart sooooo veri veri interest energi pop right lol,positive,joy
meta,27120,gandhi bramcharya experi kart thekitni bar unki exper fail huaakoi batayega,neutral,others
meta,14731,sunoo perfect answer friend say hum humesha ach dost rhein gay miss school friend,positive,sadness
meta,4105,abe suwar olad puri baat likh mandir meet kha rahe sale,negative,anger
meta,36223,mirchi bhai teri tarbait bolrahi tu gsliyan nai de raha teri maa teri tarbait,negative,disgust
meta,4056,galb elsemeya love walla,neutral,joy
meta,39519,type indian marriag arrang love hamari izzat sawal rishta bachpan mei tumhar dad,negative,others
meta,15417,better see birthday post z daya im gon na unstan,neutral,others
meta,4730,bangladesh kab aaya mugla haram aulad bata na saal kurta lagana bandh diya g,negative,anger
meta,21610,sir visit place india bet even cant surviv mess food,negative,disgust
meta,29761,ni ayega bachan na bjp na modi majboot bnao video bnane ni hone vala vais bh,neutral,others
meta,11355,youhat htf would know mujh toh 90 yt samajh nai aata,negative,anger
meta,21798,veri goodar tomorrow taang,positive,joy
meta,44433,rami like itunesbett pandora tri,positive,others
meta,26552,wahh bhar kitni excit subhanallah,positive,joy
meta,20413,fact dont chang anyon statementthi india wil,positive,others
meta,6824,fake news lalu wo thi 2000 note chipaur asli news gdp ha go,neutral,others
meta,20606,jija mullo tere jese log bnate unka acch chantat mujh lagta tu apn asli baap,negative,disgust
meta,27153,sasn suar sardana koharamkhor kuttey maut marega dindalla sala,negative,anger
meta,44515,best pictur twitter love orang sondaught,positive,joy
meta,26401,dont worryw support everi situat,positive,others
meta,44222,hum pura kiraya dete train late chalti khana kharab mile toilet ganda train saaf safai na,negative,disgust
meta,36901,kyun bhai chitraji teri tarah pappu mutra nahi piya isliy next 5 saal pappu tatt,negative,anger
meta,37499,khan sahab hamar mulk chalan theeka uthaya bijli load shed ziyad,neutral,others
meta,17000,youni 28 may 1998 emot charg voic team scientist nuclear test chagi chant naa,positive,others
meta,33461,hey u like thi new song cabello make call find u one th,neutral,others
meta,38265,manani adhyaksh ji 2022 pahl gao gao boot manag liy karya karta niyukt kare kyunki lok,neutral,others
meta,25411,nah wrong jhoot ni bolo hamain na garmi na sardi chahiyai moder temperatur best jeisay aj kal quetta mai,neutral,joy
meta,21083,sir bikebot taxi k cmd sanjay bhati arrest kyon nhi karavrh 10000crore scam kiya h,negative,anger
meta,18460,joker bane gumt haidress code tho abba sikhaya nahibeizat beabaru hoker gum raha yeh paki,negative,disgust
meta,25338,oc1 4 english team champion leagu europa leagu final would suggest best fo,neutral,others
meta,14056,lmfaooo better photoshop,neutral,joy
meta,14892,fake news edit vedio report krte h unh kya ferk pata chlega edit h nhii fake dgree,negative,disgust
meta,35735,yeh kutt maar kha rahe uth lart kyon nahinaik maar mar,negative,anger
meta,28056,gandu bta 2nd indian pilot hospit uska bhoot tere maa choot pahuncha nahi,negative,anger
meta,5284,apel sb hume sanghar sahoolt nhi seht kihumar pa na doctor na n c,neutral,others
meta,39159,dil ankh,neutral,others
meta,43581,doo cant wait tweet like musa promis make sure peopl would see world eye,neutral,joy
meta,35472,oh godth best catch histori world cricketoh bhain catch stoke engsa,positive,joy
meta,22539,patrag apko follow karn liy vajah jarurat ni padti sir ji thumb automat go follow,positive,others
meta,2869,lucki one partner cheat otherwis idhar tau shaddi nahi rahi cheat krne,neutral,sadness
meta,35303,teri tweet dekhk yabir fan yahi kaheg adiza fan iss liy yabi scean na iss liy vo shre,neutral,others
meta,12618,damn girl nail logo bat samajh nai ati k malala common girl,positive,others
meta,15500,checkout thi super cute teaser new track kudiy ni feat come tomorrow kudiyeni meh,neutral,joy
meta,6066,chaar panktiyan perfect tool writer provid free edit design publish market,neutral,others
meta,3346,sir bijali vibhag log nahi sunat h hamar yaha suriyawan power hous pe,positive,sadness
meta,1218,pm mumtaz bano hindu dhamki de rahi haibeng nai pure desh hindu khoon garam chuka,positive,anger
meta,21182,congratul manniya modi g win veri veri subhkamnay love prim minist g,positive,joy
meta,19009,next trip go need baecat well get bae lol go somewher,positive,others
meta,29690,waseem bhai ap free hon tou plz post thi selfi mashaallah truli love bhaiii,positive,joy
meta,23015,ha ha chootiya 1,negative,disgust
meta,32462,dixit samajh aat nahi usmey taang mat adao kahin time,negative,others
meta,17180,mrc wilko kahan think question,neutral,others
meta,35426,walikum assalam shahid bhai wish great day happi week ramadan ahead lot ha,neutral,joy
meta,21935,oh tumko bahut taklif horaha rahul bana pm nahi ban pay nahi suna rahul bang,negative,others
meta,25617,hmne vote modi diya media india bat raha sb,neutral,disgust
meta,1234,ap beti hein apko beshak apni baap yaad ati hoo gi allah apko hosla dy pr certainli apka baap,positive,sadness
meta,33279,rangeen zindagi white beard swag h boss jitn safe baal sar dhaadi uss kahin zyada,neutral,joy
meta,12936,yadavpooja jais logo karn sp halt hui jyada apn smjhdar smjhte nh,negative,disgust
meta,35924,rss sabhyata ise rastay pr chal kr bharat hindu rastra banayngay,positive,others
meta,8046,kal hum top achanak elect yeh sacchai kais bahar aagayi fickr 1500 cr rupay k,positive,others
meta,28626,allah ji ji mulk loota ha us korr pare wo korra marn dua mang dua qabool na hamai,negative,anger
meta,40977,yogi ji varansi polic kaam sahi tarik nhi kr rhi pandeypur na traffic sahi ha,neutral,others
meta,3537,pledgeagainstcorrupt good morn guru gbless us give us power sewa,positive,joy
meta,10664,rajput one mihanmadc offic nagpur well,neutral,others
meta,5764,murkh shikshamitro kiya bjp iss pehl diya h tumh,neutral,disgust
meta,29810,opinion soori fun sad imho play format stupid,negative,disgust
meta,25029,jin partiyo 72sal desh kichad kiya ba modi ji usm kamal khila diya log aj nahi,positive,others
meta,1186,ind prothom kolkata campaigncal media sangbad biswa bangla eisob chotokhato channel gulo dekhosudhu jai sree ram cholch,neutral,others
meta,28664,khan 786 bhadkau bhashan apn pa rkh yaha hamn bjp vot diya jitaya gay baa,negative,anger
meta,36115,vika baat kab hui thi chunav hindu muslim kark pe jeeta gaya h gandhi galiy,negative,disgust
meta,35150,yr fake news late kha whatapp univers shuruwat apn thi,negative,disgust
meta,8640,ptm ptm hey kab mulak dushamn bardsht karyngi yar kab yahi rehti ha yahi khati phet,negative,sadness
meta,12791,presenc wo vodafon waal bolt kart nahi airtel karta bolta nahi,neutral,others
meta,26490,pallavighosh food packet choro gaadi pe kapada maro wo dekho kawu bite bite khel diya,neutral,others
meta,30220,imtiyaz offic like u matter real team remain grind takl tuked gang proud u jai hind sir,positive,joy
meta,20407,kons group therapist dost absolut right,positive,others
meta,4259,bhot si jimedaarian saahb desh yu sarkar bnaan bhr desh nhi chlte iss desh aasharam ram raheem,positive,others
meta,12577,yun dil toota jais samundar patthar phenka wo patthar kitna gahra chala gaya iss baat,neutral,sadness
meta,13988,tu chiz likh lele tu kabhi india pm nhi ban sakta lallu new india,neutral,others
meta,20816,poor khan daan 500 worker 29 staff member sabn modi ji vote diya,positive,others
meta,35442,meeru salam alikum life journey allah allah,positive,others
meta,5648,sirji yeh baccha heela dheyghi phele andhadhun film abi yeh articl 15 trailer,positive,others
meta,17080,rainafann wtf u go mad guy former indian cricket chutiy kya tera baap h wo smjha,negative,disgust
meta,13127,raftaar fir bata kaun wala sri ram bjp wala hindu wala hume dar nahi,negative,anger
meta,32436,aaj desh durbagya yehi tere jais brahman pais k liy bech diy gul,negative,disgust
meta,15848,allah sin mani merci limitless plz forgiv us greatest forgiv love forgiv pl,positive,sadness
meta,15640,ahh proud bb 333,positive,joy
meta,2423,receiv time power women award categori bureaucraci 28th mayded thi award ar,neutral,others
meta,14663,keep sir ji mujh bharosha h 2024 2019 badi jeet dilayeng apk hamesha sath,positive,joy
meta,37676,tmhare samb nilam rhi tmhari maa bhne china bech sb sale bol ais rha jais poki,negative,anger
meta,13105,love fact even badhai roar success still take part tvf show thank,positive,joy
meta,15307,allah aaj jumma namaz baad jitn hath tere bargah dua liy uth dua kabool farma aameen,positive,others
meta,10320,archi happi birthday archi hope love day xxxxx,positive,joy
meta,9884,ks afwah kon fela rha h 5 may india match dekhna bad bharat movi dekhn jayega,neutral,others
meta,20176,one unfollow bc chang pfp dont realli care bc loss cant see hq tweet,negative,anger
meta,35730,irum786 u shi cancerian anoni mou happi birthday,neutral,joy
meta,32307,exactli feel download progress lappi jio,neutral,others
meta,34015,realli suprb trailer eagerli wait trailer article15shocktrail,positive,others
meta,34104,arun bhosdk english kya tumn tumar gaand nikala kya bc english mai bolna chod dephir,negative,anger
meta,21608,come trend no2lekin saal madarchodo fir hatadi,negative,anger
meta,44130,darl 1991 chaleng n lekin jais line kaun marega besala ess achhha mar jana,negative,disgust
meta,15693,kha ati h itni pavitr ldkiya jine bc nahi pta villen,neutral,others
meta,21315,ghalti hukumat foj media roz propaganda kare control karn wala nahi sirf punjabi,negative,disgust
meta,7751,fire14 hope babi kick lot tonight alu e koe moe,neutral,others
meta,15434,paki twitter veri veri hatefulth onli thing need realiz k aik galat insan islaaah k,negative,disgust
meta,13745,favorit vieo harem shak funi man danc happi,positive,joy
meta,17930,go real life alway worri somebodi elsebabi get togeth,negative,sadness
meta,2078,kaoj hmb tiy bie abdallah0 disagre tunda ba money ritual z,neutral,others
meta,25058,35a pahl hataokanhi bar mandir jaisa na jay,neutral,fear
meta,18880,best part thi summer cancel plan say bohot garmi yaarbaad mil leng kabhi,positive,others
meta,35350,modi gungaan h kyuki unhon ais kaam kie h itn kyu jalt h modi ji jara iska khu,positive,disgust
meta,25581,musalman deshbhakt kab yadi deshbhakt rahta pakistan bangladesh nahi ban,negative,disgust
meta,14683,yogi sir plz request k pm narendar modi k movi tax free dijiya,positive,others
meta,35414,kuchh nhi hoga media wale nich gireng janta nazaro jais unki chamchagiri dalali start h,neutral,disgust
meta,33552,hindu owaisi rape women beat women nahi hinduo,negative,others
meta,21639,sir vote apko diya hu demand privat compani btech wale 11k12k kaam krwat,neutral,others
meta,28159,muhammadpti mard baita aisa hay best proxi govt,negative,disgust
meta,25133,luckiest happi brothersday msg bhai big secur thankyou 4 bestest care bravest brother,positive,joy
meta,25419,whi feel like someth wrong liter noth wrong hahah fuck,neutral,others
meta,28604,sumaya speak nation bhaijan alway right,positive,others
meta,13066,sahi aunti ji kya kare emv jais patrokaro sachai hara diya nahi bjp,negative,others
meta,11804,jage savera hold back issu pure desh duniya dikhana hat,neutral,others
meta,42479,unlockyourinnerpow good mrng pyar papa ji bless everyon maximum sewa simran parmarth su,neutral,joy
meta,42349,descent keep thi tag line tgfg yay kiska dildo hay,negative,others
meta,34043,good morn rockstar papa ji plz bless sewa sumiran parmarth bal bakh,positive,joy
meta,6785,call neutral cartoonist fir bolt log inh gali dete bloodi asshol,negative,disgust
meta,13174,clean chit milegyi free stock bhut,neutral,disgust
meta,34781,gajo alhamdulillah today last friday ramadan kareem may allah swt forgiv sin accept daili ibadat bless u,positive,others
meta,4414,ever result may love afghanistan cricket team well play najib rehmat rashid,positive,joy
meta,12993,jai shri ram sansad ji,neutral,others
meta,43790,lekhi bahut bahut badhai evam subhkamnay,positive,joy
meta,21897,bilkul sahi worst network alsi experiec bad network worst provid,negative,disgust
meta,30445,chaku hafidz shit sherlock,neutral,anger
meta,12150,2019 pulwama attack bad hamar desh bid bid khiladi buddhijibi media pe ehi boleth india pakistan sa,neutral,others
meta,37083,one absolut one nctzen fuck make pure boy renjun mcfucken cri,negative,sadness
meta,42567,65 btay bjp elect jeet gyi pappu entertain krega sabi bs,positive,joy
meta,44723,evm chamtkar fake propaganda desh janta bewakuff bani,negative,disgust
meta,33445,iasbaba wtfparso prelim bc,neutral,anger
meta,7368,end thi world cup k captain k saaray kapray utar jain gy jais champion trophi utar gy thi,negative,disgust
meta,31739,aapk music background fav show,positive,joy
meta,22451,gopalan1 chor beta beti damad chor desh nikalo inn logo,negative,disgust
meta,25882,ok okw admit ityesterday wa photoshop funbut seem excit today realcom,positive,others
meta,41068,realli want hashim amla good today worldcup2019,neutral,others
meta,3642,dusr desh sevayi malum padta mansik santulan bigad gaya iska,negative,disgust
meta,8181,hassan pehchan nhi raha bhae pehl log msg kr k bolt hm bat krliya kro jani kahan,neutral,others
meta,36854,dosre mai crimnal activ kern wale hero nahi,negative,disgust
meta,13040,ram virodhi wo mit jata ravan jaisa maha bali mara gaya suppnakha hall hua wo sara sansar j,negative,others
meta,16826,els watch last episod ranjha ranjha krdi im love imran ashraf act especi wa,positive,joy
meta,41868,khaani acha bahot bahot mubarak hn doctor alway happi rahoo ao salamat mai rahi bss yahe duaa,positive,joy
meta,34619,urdu bu youthia ur chawal na maray nahi saktameri wasi tu bahan ha nahi mager alla,positive,others
meta,3917,chutiyo tanasahi nahi secur concern,negative,anger
meta,20788,desh badi badi mediya kyu nahi dikhati hm himmat nahi hm ankho per patti band rakhi hm,neutral,disgust
meta,41208,mai sanjeev chaudhari maharajganj district narendra modi hardik subhkamnay deta hu p narendra modi like thi world,positive,joy
meta,20351,debat karado hindu muslim per sub age nikal jaog baar baar boln zarurath nahi,neutral,others
meta,331,jai shri ram jai shri krishna jai bajrang bali jai bholenath hum log boln lage rukeng nahi,negative,joy
meta,6288,wir empfehlen euch heut auf der seit der bzga die scheckkart du kannst leben retten klass kostenlos k,neutral,others
meta,14301,teri maa run madhar ch mull najayaj baki tu samjh gaya hoga,negative,anger
meta,19654,polic per action legi leke log jaat dharam bata samaj mat ba,positive,others
meta,17192,van dijk balon dor give messi everi yearh best without doubti think,positive,others
meta,19795,chup bhaand sahi kiya ro mat patrakarita chod bjp dalali khata nahi,negative,disgust
meta,16938,srkian nehin rahul sahi best,neutral,others
meta,28355,han freedom usk ghr wale allow krte han unk liy wohi freedom han ism,neutral,others
meta,23104,india pack full masti mad manmarziyaan movi want misswatch thi hatk love stori,positive,joy
meta,26691,ever see life thi pov stay yo lane beverley hill,positive,others
meta,31979,kafi lambi umar guzarli k time tho kafi player allah pyaray hogaye,neutral,joy
meta,31716,sir aapka dna show hamesha ak nayi sachaayi lekar aata dusr channel nahi dikha paat ha,positive,others
meta,3086,iska fayda sirf woh log uthayeng jinko dusro problem matlab nahi hainthoda public swabhimaan,neutral,disgust
meta,2182,thank see post get inspir join blizzney fun ochieftain teranhoya bravetal chie,positive,joy
meta,5661,rashtranayakmodi digvijay gandhi ji kabhi dharam tushtikaran nahin kiya rahul vadra congress gandhi,neutral,others
meta,16682,sob sath sob vikash modi ji sob mumkin modi ji 5 sal p rechuka,positive,others
meta,9056,kohli bhaiya mai mat ratna warna issi tarah pele jayog,positive,anger
meta,36002,kya maa apk assembl member jeet khushi hazaro loog pareshan hue haiy umid nahi,neutral,others
meta,23862,alif surkh chandni trailer dekho osman khalid butt sohai ali abro masterclass,positive,others
meta,26343,waisey congress debat gandagi failan jyada achha kaam nahi kia aab,neutral,disgust
meta,23505,larkiyo boyfriend papa car chalan wala papa k pais pe jeen wala husband apn car wala apn,negative,disgust
meta,12059,surya sekhar like kam hone lagtey bjp prais kartey tweet mar deta,negative,others
meta,27844,ave gadho gdp slow nahi hue h desh bahut tezi age bad rha h gdp pich rah gyi h nhi smjhoge,negative,anger
meta,24272,cheer hehe labyu,positive,joy
meta,16797,236 iska mtlb nhi nikal skti hm k wo medico iska mtlb h k sher shairi kitabo sy uska kamra bhra hua,neutral,others
meta,45024,great modi hum subah 700 chipk huy h abpresults2019,positive,joy
meta,20403,best wish swear pm second time modiji build new india ahead 5 year yo,positive,joy
meta,40964,remot kharab jay toh tapad mart bacha kharab jay uss b tapad mrte indian simplic lev,neutral,others
meta,24372,ayushsharma shashank teliya tere gaaon tel daal gaya,neutral,others
meta,2422,log khelt raho muslimhindu agli bar 400 seat jeetegi bjp agar yahi kart rahe develo,neutral,others
meta,29722,hindu offic observ roza behalf ail driver maharashtra god bless,neutral,others
meta,14468,white parent go engag go tell friend invit thembrown parent shadi na hojy k,neutral,others
meta,3730,india waalo taiyaar jao parti liyekiuki india world cup jeet rahi haisutron hawaal khabar aai h,positive,joy
meta,3840,sir rahul pareshan na aapbjeet haar nahi kyu bjp evm mai gadbadi kark jeeti mai,negative,others
meta,39798,abbey tudk gang le pill sudhar ja yeh hindu muslim band kard tera baap home minist itna,negative,disgust
meta,4171,u bhaya nice day,neutral,joy
meta,36858,bro back want laugh bad ahoo ahoohoohoo good hooo hoooo,neutral,joy
meta,30519,vn mv know let stream kissboysmv fresh rapper sa,neutral,others
meta,40342,thi test make us stronger work gud jais school,positive,others
meta,34644,best g rning lord ji bless us sewa sumiran parmarth ji de charna naal,positive,joy
meta,24674,tumn akel jitna islam muslimo badnam kiya utna 5sal bjprss milkar nhi payemakkar farebi kahi,negative,disgust
meta,27343,naa yaar bachio colour h sirf builder pr suit keri ga yeh,negative,others
meta,40494,congratul sir behalf india jan samasya mela bharat oath ceremoni pm india,neutral,joy
meta,26091,make bangladesh jayamravi fan comali,neutral,others
meta,34937,come best wish biggest panaut india allah bachaay inko,negative,disgust
meta,19394,gulli baadshah baap agar sakt rap toh send entri registr open,neutral,others
meta,41930,ny pic mar dala anyway successmay allah give success,positive,joy
meta,41928,bc intellig kam,negative,anger
meta,9203,aakash institut uttarakhand medic iit jee coach find best entranc,neutral,others
meta,2802,wish veri veri happi bless ramadan ramjaan month indian nation congress presid shri,neutral,joy
meta,27268,swear think heart legit brokeneveri sinc g ladi die shit even hurt,negative,sadness
meta,23175,nandadevi sunandadevi pleas best brave human nanda rani nanda rani paharon rani sabs,positive,others
meta,23107,pyaar sonaaaaa babuuuuu tera krish bhuttttttt pyaar krta h meri jaann meri raniiiiiiiiiiii,positive,joy
meta,9186,badhai modi ji 2019,positive,joy
meta,28820,bhai suju hum 72000 salana chhor sakt toh teri 3235 chhoti rajnniti nhi chalegikoi naya iss,negative,disgust
meta,32532,ili love ilysm love much cpc chai piyog chai,positive,joy
meta,6534,modi onc modi sarkar chali chali modi lahar chali har sahar sahar har gaaon,positive,joy
meta,1204,poora poora meme materi ladka 9 day go birthday,neutral,others
meta,37497,even full award congratul cours dher saara celebr irf bajaateraho bestnetwork,positive,joy
meta,7222,rashid beef kaheng afgal k gun jyeng fuck mdrchod,negative,anger
meta,15054,sahi h sir jazb kabhi kam hone nahi dena ladaai hum aapk sath h social media jari,positive,others
meta,23857,owaisi chorah parr jhote maro hinsa failata,negative,disgust
meta,43074,happi u dear mani mani happi return day itn kam time itni achi dosti hogai khush raho hum,positive,joy
meta,36820,realli big thank ji ji ji ji kind help,positive,joy
meta,21443,garrywalia jais logi vjah desh gulam,negative,disgust
meta,18707,yeh videsh nahi jaha sadko per log nikal aat haievm gadbadi jaanch karaiy p,neutral,others
meta,1708,knock bhai muje batao mahila eka eki itna fast kais hogyaazam khan pr aajtk karywahi nhi kph,neutral,others
meta,11728,janadesh sirf utsah nahi haidukh haiaakhir 5 saal kiya govt,neutral,sadness
meta,19580,bahut bahut badhai aapko aapk parivar aapki beti bundelkhand nam rosan kiya aaj b,neutral,joy
meta,38882,origin bhagwan hu yaar narayan vishnu krishna jagatpita ram parambrahm god allah jese parampita naam,positive,others
meta,10119,buis sarkar tax leti wo ais bahut haibuis badhan koshish honi chahiy taki tax,neutral,others
meta,13815,chahun mai chahun dil mai chahun dragon sath ud dur desh chale jau,neutral,others
meta,19316,rashid shut mouth stupid kashmiri chato talb pakistan humein jrurt nhi,negative,anger
meta,35228,sharma govt 5sal sirf jumla diya hum e bjp sarkar juml k siwa k,neutral,disgust
meta,22793,pehli tolo per bolo fake nekta khod wazahat deko,positive,disgust
meta,26194,apn 5 sale bjp hesabenahi pocha kaladhan kab ayega pucha nahi 2 crore job barem pucha,positive,others
meta,14057,ap hamari favourit leader ha may dua krta hy kay allah kari kay pakistan may 1 hitlar paida,positive,others
meta,16320,true right 2g gs even nh case ram setu ram mandir take alon n,neutral,others
meta,23764,sala jimmedari modi ghar patni kahna n mane,negative,anger
meta,27057,dekho musalmano pakistan julia wala kand khatarnak khune hatya kand jitn mefooz musalman hindustan mai,neutral,others
meta,15507,b bc kais kais mader c naukari rakhta,negative,anger
meta,32523,wonder love baingan bharta,positive,surprise
meta,1797,sir kya apka sharkar aan bad muslim safe nhi madhay pardesh me23may video aaya,neutral,others
meta,28711,wife husband kya banaya na namak na tast itna bekar khaana propos,neutral,others
meta,31610,goodmnight yall 3 love yall esp exo nct happi third bday isko exo,neutral,joy
meta,22077,sweet memori raj saab lil ranbirrajkapoor n riddhima sahnithank,positive,joy
meta,28219,hindu dabang rahega jais jaichando wajah hindu hindu dharti sadiyon,neutral,disgust
meta,9079,kya baat hamar india jcbkikhudai,positive,others
meta,28698,sala chakka kya isk 2 bach,negative,others
meta,41829,tumar maar pit nahi karta karwata amethi bjp karykarta hati,negative,disgust
meta,11378,dani humid waja sweat hoti bht bht irrit krti punjab side per j,positive,others
meta,35880,nhi sahb wha sarkar aisa rahta h secular sarkar bjp rajya btana,negative,disgust
meta,8950,bkwa band kri bc sallo gashtooo heera,negative,anger
meta,10997,jay shree ram hame bahut khushi hoe bharat k 2 bar pradhanmantri shri modi g milaour mai uns,positive,joy
meta,23665,greatest pain come love love someon never aisa sochta hu,neutral,others
